case_id,field,metric,value,detail
c29_可口可樂,manufacturer,exact,0,sim=0.52
c29_可口可樂,ingredients_list,f1,1.0,tp=7 fp=0 fn=0
c29_可口可樂,ingredients_flat,f1,1.0,tp=7 fp=0 fn=0
c29_可口可樂,ingredients_raw,char_sim,0.224,
c29_可口可樂,per_serving.calories,within_tol,1,
c29_可口可樂,per_serving.protein,within_tol,1,
c29_可口可樂,per_serving.fat,within_tol,1,
c29_可口可樂,per_serving.saturated_fat,within_tol,1,
c29_可口可樂,per_serving.trans_fat,within_tol,1,
c29_可口可樂,per_serving.carbohydrates,within_tol,1,
c29_可口可樂,per_serving.sugar,within_tol,1,
c29_可口可樂,per_serving.sodium,within_tol,0,
c29_可口可樂,serving_size,within_tol,1,
c29_可口可樂,servings_per_container,within_tol,1,
c29_可口可樂,certification_marks,f1,1.0,
c47_麥香奶茶,is_food_label,correct,1,
c47_麥香奶茶,name,exact,1,sim=1.00
c47_麥香奶茶,brand,exact,1,sim=1.00
c47_麥香奶茶,manufacturer,exact,1,sim=1.00
c47_麥香奶茶,allergy_warning,exact,0,sim=0.72
c47_麥香奶茶,ingredients_list,f1,1.0,tp=10 fp=0 fn=0
c47_麥香奶茶,ingredients_flat,f1,1.0,tp=10 fp=0 fn=0
c47_麥香奶茶,ingredients_raw,char_sim,0.615,
c47_麥香奶茶,nutrition.calories,within_tol,1,
c47_麥香奶茶,nutrition.protein,within_tol,1,
c47_麥香奶茶,nutrition.fat,within_tol,1,
c47_麥香奶茶,nutrition.saturated_fat,within_tol,1,
c47_麥香奶茶,nutrition.trans_fat,within_tol,1,
c47_麥香奶茶,nutrition.carbohydrates,within_tol,1,
c47_麥香奶茶,nutrition.sugar,within_tol,1,
c47_麥香奶茶,nutrition.sodium,within_tol,1,
c47_麥香奶茶,per_serving.calories,within_tol,1,
c47_麥香奶茶,per_serving.protein,within_tol,1,
c47_麥香奶茶,per_serving.fat,within_tol,1,
c47_麥香奶茶,per_serving.saturated_fat,within_tol,1,
c47_麥香奶茶,per_serving.trans_fat,within_tol,1,
c47_麥香奶茶,per_serving.carbohydrates,within_tol,1,
c47_麥香奶茶,per_serving.sugar,within_tol,1,
c47_麥香奶茶,per_serving.sodium,within_tol,1,
c47_麥香奶茶,serving_size,within_tol,1,
c47_麥香奶茶,servings_per_container,within_tol,1,
c47_麥香奶茶,certification_marks,f1,1.0,
c48_麥香紅茶,is_food_label,correct,1,
c48_麥香紅茶,name,exact,0,sim=0.67
c48_麥香紅茶,brand,exact,0,sim=0.00
c48_麥香紅茶,manufacturer,exact,1,sim=1.00
c48_麥香紅茶,allergy_warning,exact,0,sim=0.79
c48_麥香紅茶,ingredients_list,f1,0.8,tp=8 fp=2 fn=2
c48_麥香紅茶,ingredients_flat,f1,0.818,tp=9 fp=2 fn=2
c48_麥香紅茶,ingredients_raw,char_sim,0.875,
c48_麥香紅茶,nutrition.calories,within_tol,1,
c48_麥香紅茶,nutrition.protein,within_tol,1,
c48_麥香紅茶,nutrition.fat,within_tol,1,
c48_麥香紅茶,nutrition.saturated_fat,within_tol,1,
c48_麥香紅茶,nutrition.trans_fat,within_tol,1,
c48_麥香紅茶,nutrition.carbohydrates,within_tol,1,
c48_麥香紅茶,nutrition.sugar,within_tol,1,
c48_麥香紅茶,nutrition.sodium,within_tol,1,
c48_麥香紅茶,per_serving.calories,within_tol,1,
c48_麥香紅茶,per_serving.protein,within_tol,0,
c48_麥香紅茶,per_serving.fat,within_tol,0,
c48_麥香紅茶,per_serving.saturated_fat,within_tol,1,
c48_麥香紅茶,per_serving.trans_fat,within_tol,1,
c48_麥香紅茶,per_serving.carbohydrates,within_tol,1,
c48_麥香紅茶,per_serving.sugar,within_tol,1,
c48_麥香紅茶,per_serving.sodium,within_tol,1,
c48_麥香紅茶,serving_size,within_tol,1,
c48_麥香紅茶,servings_per_container,within_tol,1,
c48_麥香紅茶,certification_marks,f1,1.0,
c49_麥香綠茶,is_food_label,correct,1,
c49_麥香綠茶,name,exact,0,sim=0.43
c49_麥香綠茶,brand,exact,0,sim=0.00
c49_麥香綠茶,manufacturer,exact,1,sim=1.00
c49_麥香綠茶,allergy_warning,exact,0,sim=0.79
c49_麥香綠茶,ingredients_list,f1,0.875,tp=7 fp=1 fn=1
c49_麥香綠茶,ingredients_flat,f1,0.875,tp=7 fp=1 fn=1
c49_麥香綠茶,ingredients_raw,char_sim,0.9,
c49_麥香綠茶,nutrition.calories,within_tol,1,
c49_麥香綠茶,nutrition.protein,within_tol,1,
c49_麥香綠茶,nutrition.fat,within_tol,1,
c49_麥香綠茶,nutrition.saturated_fat,within_tol,1,
c49_麥香綠茶,nutrition.trans_fat,within_tol,1,
c49_麥香綠茶,nutrition.carbohydrates,within_tol,1,
c49_麥香綠茶,nutrition.sugar,within_tol,1,
c49_麥香綠茶,nutrition.sodium,within_tol,0,
c49_麥香綠茶,per_serving.calories,within_tol,1,
c49_麥香綠茶,per_serving.protein,within_tol,1,
c49_麥香綠茶,per_serving.fat,within_tol,1,
c49_麥香綠茶,per_serving.saturated_fat,within_tol,1,
